ID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
CL00008158,Jan,1,Friday,Mazda,Urban,Monday,Jan,4,Male,Single,27,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,10003,5,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00008850,Feb,2,Tuesday,Pontiac,Urban,Wednesday,Feb,2,Male,Married,45,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,15308,8,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00013784,Oct,3,Friday,Honda,Urban,Friday,Oct,3,Male,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6417,8,400,1,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00007995,Jul,3,Monday,Mazda,Urban,Monday,Jul,3,Female,Single,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11835,1,400,2,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00011986,Mar,4,Sunday,Accura,Urban,Wednesday,Mar,5,Male,Married,49,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,11087,9,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
CL00011057,Apr,5,Friday,Honda,Urban,Wednesday,May,1,Male,Married,38,Third Party,Sedan - Liability,Sport,30000 to 39000,0,13388,7,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00006175,Nov,4,Monday,Pontiac,Urban,Monday,Nov,4,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,14266,12,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,Internal,3 to 5,no change,1 vehicle,1996,Collision
CL00001540,Dec,3,Saturday,Toyota,Urban,Monday,Jan,3,Female,Single,29,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,4043,1,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00005535,Sep,4,Saturday,Pontiac,Urban,Monday,Oct,1,Male,Married,41,Third Party,Sedan - Liability,Sport,20000 to 29000,0,13290,16,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
CL00006649,Aug,2,Wednesday,Mazda,Urban,Friday,Aug,4,Female,Single,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13679,7,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00007659,Mar,3,Monday,Accura,Urban,Thursday,Mar,3,Male,Married,65,Policy Holder,Utility - All Perils,Utility,more than 69000,1,2028,13,400,1,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00002961,May,4,Sunday,Mazda,Urban,Tuesday,May,5,Male,Married,68,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,12394,3,500,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,2 to 3 years,1 vehicle,1996,Collision
CL00014244,Dec,2,Wednesday,Ford,Urban,Friday,Dec,2,Male,Married,49,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,5141,1,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00003990,Nov,5,Thursday,Honda,Urban,Monday,Dec,1,Male,Married,53,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3115,8,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
CL00012220,Jun,1,Wednesday,Pontiac,Urban,Wednesday,Jun,2,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,2316,11,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00000288,Jul,5,Saturday,Honda,Urban,Wednesday,Aug,2,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,11815,7,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00000551,Mar,5,Monday,Toyota,Urban,Wednesday,Apr,1,Male,Married,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,10555,9,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00007153,Jul,2,Monday,Honda,Urban,Tuesday,Jul,2,Male,Married,45,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,8032,7,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00002639,Mar,3,Monday,Mazda,Urban,Wednesday,Mar,3,Male,Married,48,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1037,16,400,1,more than 30,more than 30,1,5 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00001194,Jul,3,Tuesday,Chevrolet,Urban,Thursday,Jul,3,Male,Married,52,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13636,8,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision
CL00012363,Jan,2,Tuesday,Honda,Urban,Wednesday,Jan,3,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,14223,1,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability
CL00007731,Apr,4,Tuesday,VW,Urban,Friday,Jun,1,Female,Single,30,Policy Holder,Sedan - Liability,Sport,60000 to 69000,0,8838,4,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
CL00009603,Jul,5,Saturday,Honda,Urban,Monday,Aug,1,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11035,10,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability
CL00002016,Sep,2,Monday,Honda,Rural,Wednesday,Sep,5,Male,Single,0,Policy Holder,Sport - Collision,Sport,more than 69000,0,778,11,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,4 to 8 years,2 vehicles,1994,Collision
CL00014546,Nov,3,Saturday,Honda,Urban,Friday,Dec,1,Male,Married,33,Third Party,Sedan - Liability,Sport,20000 to 29000,0,13368,9,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
CL00014892,Dec,2,Friday,Pontiac,Urban,Thursday,Jan,2,Male,Single,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12020,6,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
CL00003152,Nov,1,Sunday,Toyota,Urban,Monday,Nov,2,Male,Married,56,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14788,3,700,4,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision
CL00006137,Mar,5,Thursday,Honda,Urban,Tuesday,Apr,1,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11236,3,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability
CL00006016,Aug,2,Thursday,Pontiac,Urban,Friday,Aug,2,Male,Married,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1335,15,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00006470,Aug,3,Friday,Pontiac,Urban,Friday,Aug,4,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3158,3,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,3 to 4,1994,Collision
CL00010434,Nov,2,Friday,Toyota,Urban,Tuesday,Nov,4,Male,Married,31,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12668,6,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
CL00011212,Jan,5,Friday,Pontiac,Urban,Wednesday,Feb,2,Male,Married,60,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3631,4,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability
CL00012525,Apr,3,Saturday,Honda,Urban,Friday,Apr,4,Male,Married,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,5898,1,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00014764,Sep,3,Monday,Mazda,Rural,Thursday,Oct,1,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13227,16,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
CL00001211,Jul,3,Wednesday,Honda,Urban,Friday,Jul,4,Male,Single,35,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,7546,11,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00015399,Aug,4,Wednesday,Mazda,Urban,Wednesday,Aug,5,Male,Married,59,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4742,11,400,4,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability
CL00008200,Jul,2,Wednesday,Pontiac,Urban,Wednesday,Jul,2,Female,Single,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6006,5,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00015173,May,1,Sunday,Dodge,Urban,Monday,May,3,Male,Married,40,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,829,16,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00010643,Nov,2,Monday,Honda,Urban,Monday,Nov,2,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,4798,7,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,3 to 4,1994,Collision
CL00012625,Mar,3,Saturday,Toyota,Urban,Friday,Mar,4,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3622,1,500,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,2 to 3 years,1 vehicle,1994,Collision
CL00013970,Dec,2,Friday,Toyota,Urban,Tuesday,Dec,2,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,1131,9,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00004165,Dec,3,Wednesday,VW,Urban,Saturday,Dec,3,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,2982,16,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00012489,Oct,4,Friday,Pontiac,Urban,Monday,Oct,5,Female,Married,45,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,7659,2,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
CL00005474,Dec,4,Tuesday,Mazda,Urban,Thursday,Dec,5,Male,Married,58,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3233,7,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability
CL00001765,Jan,4,Monday,Accura,Urban,Tuesday,Feb,2,Male,Single,44,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3437,12,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00009757,May,1,Sunday,Honda,Urban,Tuesday,May,3,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,3251,1,400,4,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00006127,Dec,2,Thursday,Chevrolet,Urban,Thursday,Dec,2,Male,Married,38,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,13918,2,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
CL00003044,Apr,3,Monday,Mazda,Urban,Monday,Apr,3,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6549,10,400,3,more than 30,more than 30,none,4 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
CL00012130,Jan,5,Sunday,Chevrolet,Urban,Monday,Jan,5,Male,Married,47,Third Party,Sedan - Liability,Sport,30000 to 39000,0,12048,3,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00006214,Oct,2,Sunday,Accura,Urban,Monday,Oct,3,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6765,1,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,Internal,1 to 2,no change,1 vehicle,1995,Collision
CL00012597,Sep,4,Wednesday,Mazda,Urban,Thursday,Sep,5,Female,Married,31,Third Party,Sedan - All Perils,Sedan,less than 20000,0,3035,9,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,1994,All Perils
CL00011007,Oct,4,Saturday,Honda,Urban,Saturday,Oct,4,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,less than 20000,1,7409,3,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00014504,Jul,4,Thursday,Honda,Urban,Wednesday,Nov,2,Male,Married,56,Policy Holder,Sport - Collision,Sport,more than 69000,0,6065,3,400,2,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision
CL00011213,Jun,2,Monday,Pontiac,Urban,Monday,Jun,2,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3837,9,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
CL00010624,Dec,3,Friday,Pontiac,Urban,Tuesday,Jan,3,Male,Married,41,Third Party,Sedan - All Perils,Sedan,less than 20000,1,205,16,500,3,none,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1994,All Perils
CL00000639,May,2,Thursday,Pontiac,Urban,Friday,May,2,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7560,7,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00009799,Apr,1,Thursday,Chevrolet,Urban,Thursday,Apr,1,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,2338,5,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,3 to 4,1994,Collision
CL00013365,Aug,1,Thursday,Pontiac,Urban,Monday,Aug,2,Male,Married,55,Third Party,Sedan - Collision,Sedan,more than 69000,0,9394,7,700,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
CL00008454,Nov,4,Saturday,Pontiac,Urban,Tuesday,Nov,5,Male,Married,49,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6862,10,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00011297,May,2,Thursday,Mazda,Urban,Friday,May,2,Male,Married,51,Third Party,Sedan - Liability,Sport,30000 to 39000,0,4691,12,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00002464,Nov,4,Sunday,Toyota,Urban,Tuesday,Nov,5,Female,Married,29,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,7843,14,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1995,Collision
CL00003074,Jun,4,Saturday,Honda,Urban,Thursday,Jul,5,Female,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12863,5,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
CL00014033,Mar,5,Wednesday,Pontiac,Urban,Tuesday,Apr,1,Male,Single,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2863,13,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00003612,Jun,2,Tuesday,Toyota,Urban,Wednesday,Jun,3,Female,Married,37,Policy Holder,Sedan - Liability,Sport,more than 69000,0,1508,7,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
CL00003622,May,1,Tuesday,Pontiac,Urban,Thursday,May,1,Female,Married,36,Third Party,Sedan - Liability,Sport,20000 to 29000,0,15050,9,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
CL00013888,Jan,2,Saturday,Toyota,Urban,Wednesday,Jan,2,Female,Married,60,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,292,1,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00010597,Aug,2,Thursday,Toyota,Rural,Friday,Aug,3,Male,Single,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4222,7,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,Collision
CL00013321,Jun,4,Friday,Chevrolet,Rural,Tuesday,Jul,1,Male,Married,46,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13118,6,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision
CL00008634,Sep,4,Saturday,Honda,Urban,Monday,Sep,4,Male,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4260,4,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00007723,Dec,1,Tuesday,Honda,Urban,Wednesday,Dec,2,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3287,1,700,4,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
CL00002972,Dec,2,Tuesday,Accura,Urban,Thursday,Feb,1,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,8592,11,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00006952,Mar,1,Thursday,Ford,Urban,Wednesday,Mar,2,Male,Single,47,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,11588,3,400,3,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability
CL00012581,Feb,2,Friday,Honda,Urban,Friday,Jun,1,Male,Married,50,Third Party,Sport - Collision,Sport,more than 69000,0,7086,14,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
CL00013976,Apr,4,Wednesday,Chevrolet,Urban,Wednesday,May,3,Male,Married,59,Third Party,Sedan - All Perils,Sedan,60000 to 69000,0,6241,2,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00003435,Oct,2,Wednesday,Mazda,Urban,Friday,Oct,3,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,8455,4,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
CL00010516,Jun,1,Monday,Mazda,Urban,Thursday,Jun,2,Male,Single,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8446,3,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
CL00009655,Nov,2,Monday,Ford,Urban,Thursday,Jan,3,Male,Married,30,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12440,12,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
CL00005845,May,5,Sunday,Honda,Urban,Wednesday,May,5,Female,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,884,12,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00003594,Feb,4,Wednesday,Chevrolet,Urban,Thursday,May,3,Female,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14947,11,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
CL00001130,Jul,1,Saturday,Pontiac,Urban,Wednesday,Jul,2,Male,Single,36,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,1772,5,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00000447,Feb,4,Monday,Honda,Urban,Wednesday,Feb,4,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,550,6,400,2,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability
CL00006712,Aug,2,Wednesday,Mazda,Urban,Friday,Aug,3,Female,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1647,10,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00015052,Oct,5,Sunday,Pontiac,Urban,Wednesday,Nov,1,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15312,5,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00012367,Feb,4,Wednesday,Toyota,Rural,Wednesday,Feb,4,Male,Single,40,Third Party,Sedan - Collision,Sedan,more than 69000,0,11356,4,400,4,more than 30,more than 30,none,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
CL00009155,Oct,1,Wednesday,Toyota,Urban,Thursday,Oct,1,Male,Married,48,Policy Holder,Sedan - Liability,Sport,more than 69000,0,4941,8,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
CL00014460,Jul,5,Sunday,Pontiac,Urban,Thursday,Sep,1,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,7161,6,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00004956,Jun,4,Monday,Honda,Urban,Wednesday,Jul,4,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12679,14,400,1,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00011462,Oct,4,Saturday,Mazda,Urban,Monday,Oct,4,Male,Married,44,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9212,7,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
CL00007598,Dec,3,Wednesday,Honda,Urban,Monday,Dec,3,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13112,12,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,Internal,more than 5,no change,1 vehicle,1996,Collision
CL00006714,Sep,1,Monday,Chevrolet,Urban,Thursday,Sep,2,Female,Married,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,14402,16,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
CL00005506,Apr,2,Friday,Pontiac,Urban,Friday,Apr,3,Male,Married,50,Third Party,Sedan - Liability,Sport,20000 to 29000,0,6105,2,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00011338,Aug,1,Tuesday,Pontiac,Rural,Thursday,Aug,2,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,5474,4,400,2,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00007327,Aug,2,Wednesday,Pontiac,Urban,Wednesday,Aug,3,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11494,7,400,3,more than 30,more than 30,1,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00007773,Nov,4,Saturday,Pontiac,Urban,Monday,Dec,1,Male,Married,42,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,14871,16,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00008275,Sep,3,Monday,Toyota,Urban,Tuesday,Sep,3,Female,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14332,12,300,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,2 to 3 years,1 vehicle,1996,Liability
CL00008484,Jun,1,Monday,Mercury,Rural,Tuesday,Jun,1,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12657,13,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00015184,Jan,3,Friday,Ford,Urban,Friday,Jan,3,Male,Married,28,Policy Holder,Sedan - Liability,Sport,more than 69000,0,13,11,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00003766,Jul,2,Monday,Pontiac,Urban,Monday,Jul,2,Female,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5406,3,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00007959,Nov,5,Tuesday,Honda,Urban,Wednesday,Nov,5,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,8593,14,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
CL00008104,Jan,3,Saturday,Pontiac,Urban,Wednesday,Jan,3,Male,Married,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3642,7,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00003674,May,4,Sunday,Mazda,Urban,Thursday,May,4,Male,Married,51,Third Party,Sedan - All Perils,Sedan,60000 to 69000,0,12390,15,400,4,more than 30,more than 30,1,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils
